"HGNC ID","Status","Approved symbol","Approved name","Chromosome location","Orphanet ID","OMIM ID"
"HGNC:3311","Approved","SERPINB1","serpin family B member 1","6p25.2",,130135
"HGNC:8584","Approved","SERPINB2","serpin family B member 2","18q21.33-q22.1",,173390
"HGNC:8585","Entry Withdrawn","SERPINB2L1","SERPINB2-like 1","reserved",,
"HGNC:8586","Entry Withdrawn","SERPINB2L2","SERPINB2-like 2","reserved",,
"HGNC:10569","Approved","SERPINB3","serpin family B member 3","18q21.33",,600517
"HGNC:10570","Approved","SERPINB4","serpin family B member 4","18q21.33",,600518
"HGNC:8949","Approved","SERPINB5","serpin family B member 5","18q21.33",,154790
"HGNC:8950","Approved","SERPINB6","serpin family B member 6","6p25.2",233019,173321
"HGNC:13902","Approved","SERPINB7","serpin family B member 7","18q21.33",371936,603357
"HGNC:8952","Approved","SERPINB8","serpin family B member 8","18q22.1",465986,601697
"HGNC:8953","Approved","SERPINB8P1","serpin family B member 8 pseudogene 1","6p25.2",,
"HGNC:8955","Approved","SERPINB9","serpin family B member 9","6p25.2",,601799
"HGNC:28590","Approved","SERPINB9P1","serpin family B member 9 pseudogene 1","6p25.2",,
"HGNC:8942","Approved","SERPINB10","serpin family B member 10","18q21.3",,602058
"HGNC:14221","Approved","SERPINB11","serpin family B member 11","18q21.33",,615682
"HGNC:14220","Approved","SERPINB12","serpin family B member 12","18q21.33",,615662
"HGNC:8944","Approved","SERPINB13","serpin family B member 13","18q21.33",,604445
"HGNC:775","Approved","SERPINC1","serpin family C member 1","1q25.1",118609,107300
"HGNC:4838","Approved","SERPIND1","serpin family D member 1","22q11.21",,142360
"HGNC:8583","Approved","SERPINE1","serpin family E member 1","7q22.1",118613,173360
"HGNC:8951","Approved","SERPINE2","serpin family E member 2","2q36.1",471042,177010
"HGNC:24774","Approved","SERPINE3","serpin family E member 3","13q14.3",,
"HGNC:44400","Approved","SERPINE4P","serpin family E member 4, pseudogene","15q12",,
"HGNC:8824","Approved","SERPINF1","serpin family F member 1","17p13.3",265490,172860
"HGNC:9075","Approved","SERPINF2","serpin family F member 2","17p13.3",201277,613168
"HGNC:1228","Approved","SERPING1","serpin family G member 1","11q12.1",118618,606860
"HGNC:1546","Approved","SERPINH1","serpin family H member 1","11q13.5",227095,600943
"HGNC:19917","Approved","SERPINH1P1","serpin family H member 1 pseudogene 1","9p13.3",,
"HGNC:8943","Approved","SERPINI1","serpin family I member 1","3q26.1",118623,602445
"HGNC:8945","Approved","SERPINI2","serpin family I member 2","3q26.1",,605587
"HGNC:17932","Approved","SERTAD1","SERTA domain containing 1","19q13.2",,617850
"HGNC:30784","Approved","SERTAD2","SERTA domain containing 2","2p14",,617851
"HGNC:17931","Approved","SERTAD3","SERTA domain containing 3","19q13.2",,612125
"HGNC:25236","Approved","SERTAD4","SERTA domain containing 4","1q32.2",,
"HGNC:32019","Approved","SERTAD4-AS1","SERTAD4 antisense RNA 1","1q32.2",,
"HGNC:33792","Approved","SERTM1","serine rich and transmembrane domain containing 1","13q13.3",,
"HGNC:48576","Approved","SERTM2","serine rich and transmembrane domain containing 2","Xq23",,
"HGNC:21595","Approved","SESN1","sestrin 1","6q21",471044,606103
"HGNC:20746","Approved","SESN2","sestrin 2","1p35.3",,607767
"HGNC:23060","Approved","SESN3","sestrin 3","11q21",,607768
"HGNC:18379","Approved","SESTD1","SEC14 and spectrin domain containing 1","2q31.2",471046,
"HGNC:10760","Approved","SET","SET nuclear proto-oncogene","9q34.11",,600960
"HGNC:15573","Approved","SETBP1","SET binding protein 1","18q12.3",231397,611060
"HGNC:54819","Approved","SETBP1-DT","SETBP1 divergent transcript","18q12.3",,
"HGNC:29010","Approved","SETD1A","SET domain containing 1A, histone lysine methyltransferase","16p11.2",,611052
"HGNC:29187","Approved","SETD1B","SET domain containing 1B, histone lysine methyltransferase","12q24.31",,611055
"HGNC:18420","Approved","SETD2","SET domain containing 2, histone lysine methyltransferase","3p21.31",412839,612778
"HGNC:20493","Approved","SETD3","SET domain containing 3, actin histidine methyltransferase","14q32.2",,615671
"HGNC:1258","Approved","SETD4","SET domain containing 4","21q22.12",,
"HGNC:40104","Approved","SETD4-AS1","SETD4 antisense RNA 1","21q22.12",,
"HGNC:25566","Approved","SETD5","SET domain containing 5","3p25.3",406882,615743
"HGNC:26116","Approved","SETD6","SET domain containing 6, protein lysine methyltransferase","16q21",,616424
"HGNC:51596","Approved","SETD6P1","SET domain containing 6 pseudogene 1","2q12.3",,
"HGNC:30412","Approved","SETD7","SET domain containing 7, histone lysine methyltransferase","4q31.1",,606594
"HGNC:28508","Approved","SETD9","SET domain containing 9","5q11.2",,
"HGNC:10761","Approved","SETDB1","SET domain bifurcated histone lysine methyltransferase 1","1q21.3",,604396
"HGNC:20263","Approved","SETDB2","SET domain bifurcated histone lysine methyltransferase 2","13q14.2",,607865
"HGNC:10762","Approved","SETMAR","SET domain and mariner transposase fusion gene","3p26.1",,609834
"HGNC:19279","Approved","SETP1","SET pseudogene 1","14q11.2",,
"HGNC:20032","Approved","SETP2","SET pseudogene 2","14q22.1",,
"HGNC:31115","Approved","SETP3","SET pseudogene 3","17q22",,
"HGNC:42923","Approved","SETP4","SET pseudogene 4","Xq21.1",,
"HGNC:42924","Approved","SETP5","SET pseudogene 5","9q34.3",,
"HGNC:42925","Approved","SETP6","SET pseudogene 6","3p12.2",,
"HGNC:42926","Approved","SETP7","SET pseudogene 7","12q23.3",,
"HGNC:42927","Approved","SETP8","SET pseudogene 8","Xq23",,
"HGNC:42928","Approved","SETP9","SET pseudogene 9","1q23.3",,
"HGNC:42929","Approved","SETP10","SET pseudogene 10","1q25.2",,
"HGNC:42930","Approved","SETP11","SET pseudogene 11","3q25.1",,
"HGNC:42931","Approved","SETP12","SET pseudogene 12","4q27",,
"HGNC:42933","Approved","SETP14","SET pseudogene 14","3q25.31",,
"HGNC:42934","Approved","SETP15","SET pseudogene 15","Xp22.2",,
"HGNC:42935","Approved","SETP16","SET pseudogene 16","11q23.3",,
"HGNC:42936","Approved","SETP17","SET pseudogene 17","11q14.2",,
"HGNC:42939","Approved","SETP20","SET pseudogene 20","4q25",,
"HGNC:42940","Approved","SETP21","SET pseudogene 21","5q12.1",,
"HGNC:42941","Approved","SETP22","SET pseudogene 22","5q15",,
"HGNC:42937","Approved","SETSIP","SET like protein","1p22.1",,
"HGNC:445","Approved","SETX","senataxin","9q34.13",118627,608465
"HGNC:15955","Approved","SEZ6","seizure related 6 homolog","17q11.2",,616666
"HGNC:10763","Approved","SEZ6L","seizure related 6 homolog like","22q12.1",,607021
"HGNC:40521","Approved","SEZ6L-AS1","SEZ6L antisense RNA 1","22q12.1",,
"HGNC:30844","Approved","SEZ6L2","seizure related 6 homolog like 2","16p11.2",,616667
"HGNC:10764","Entry Withdrawn","SF","Stoltzfus blood group","4q28-q31",,
"HGNC:12950","Approved","SF1","splicing factor 1","11q13.1",471048,601516
"HGNC:10765","Approved","SF3A1","splicing factor 3a subunit 1","22q12.2",,605595
"HGNC:10766","Approved","SF3A2","splicing factor 3a subunit 2","19p13.3",,600796
"HGNC:10767","Approved","SF3A3","splicing factor 3a subunit 3","1p34.3",,605596
"HGNC:16576","Approved","SF3A3P1","splicing factor 3a, subunit 3 pseudogene 1","20p13",,
"HGNC:23277","Approved","SF3A3P2","splicing factor 3a, subunit 3 pseudogene 2","11q24.1",,
"HGNC:10768","Approved","SF3B1","splicing factor 3b subunit 1","2q33.1",412551,605590
"HGNC:10769","Approved","SF3B2","splicing factor 3b subunit 2","11q13.1",,605591
"HGNC:10770","Approved","SF3B3","splicing factor 3b subunit 3","16q22.1",,605592
"HGNC:10771","Approved","SF3B4","splicing factor 3b subunit 4","1q21.2",302925,605593
"HGNC:19821","Approved","SF3B4P1","splicing factor 3b, subunit 4 pseudogene 1","14q23.3",,
"HGNC:21083","Approved","SF3B5","splicing factor 3b subunit 5","6q24.2",,617847
"HGNC:30096","Approved","SF3B6","splicing factor 3b subunit 6","2p23.3",,607835
"HGNC:29064","Approved","SFI1","SFI1 centrin binding protein","22q12.2",,612765
"HGNC:20255","Approved","SFMBT1","Scm like with four mbt domains 1","3p21.1",,607319
"HGNC:20256","Approved","SFMBT2","Scm like with four mbt domains 2","10p14",,615392
"HGNC:10773","Approved","SFN","stratifin","1p36.11",,601290
"HGNC:10774","Approved","SFPQ","splicing factor proline and glutamine rich","1p34.3",326747,605199
"HGNC:10775","Approved","SFPQP1","splicing factor proline and glutamine rich pseudogene 1","Yq11.221",,
"HGNC:29574","Approved","SFR1","SWI5 dependent homologous recombination repair protein 1","10q25.1",,616527
"HGNC:51531","Approved","SFR1P1","SFR1 pseudogene 1","Xq24",,
"HGNC:51532","Approved","SFR1P2","SFR1 pseudogene 2","Xq21.2",,
"HGNC:10776","Approved","SFRP1","secreted frizzled related protein 1","8p11.21",,604156
"HGNC:10777","Approved","SFRP2","secreted frizzled related protein 2","4q31.3",,604157
"HGNC:10778","Approved","SFRP4","secreted frizzled related protein 4","7p14.1",461302,606570
"HGNC:10779","Approved","SFRP5","secreted frizzled related protein 5","10q24.2",,604158
"HGNC:10790","Approved","SFSWAP","splicing factor SWAP","12q24.33",,601945
"HGNC:21102","Approved","SFT2D1","SFT2 domain containing 1","6q27",,
"HGNC:25140","Approved","SFT2D2","SFT2 domain containing 2","1q24.2",,
"HGNC:28767","Approved","SFT2D3","SFT2 domain containing 3","2q14.3",,
"HGNC:18383","Approved","SFTA1P","surfactant associated 1, lncRNA","10p14",,
"HGNC:18386","Approved","SFTA2","surfactant associated 2","6p21.33",,
"HGNC:18387","Approved","SFTA3","surfactant associated 3","14q13.3",,617860
"HGNC:10798","Approved","SFTPA1","surfactant protein A1","10q22.3",118633,178630
"HGNC:10799","Approved","SFTPA2","surfactant protein A2","10q22.3",269879,178642
"HGNC:10800","Approved","SFTPA3P","surfactant protein A3, pseudogene","10q22.3",,
"HGNC:10801","Approved","SFTPB","surfactant protein B","2p11.2",118639,178640
"HGNC:10802","Approved","SFTPC","surfactant protein C","8p21.3",118643,178620
"HGNC:10803","Approved","SFTPD","surfactant protein D","10q22.3",,178635
"HGNC:51589","Approved","SFTPD-AS1","SFTPD antisense RNA 1","10q22.3",,
"HGNC:18388","Entry Withdrawn","SFTPI","surfactant associated protein I","7q36.2",,
"HGNC:16085","Approved","SFXN1","sideroflexin 1","5q35.2",,615569
"HGNC:16086","Approved","SFXN2","sideroflexin 2","10q24.32",,615570
"HGNC:16087","Approved","SFXN3","sideroflexin 3","10q24.31",,615571
"HGNC:16088","Approved","SFXN4","sideroflexin 4","10q26.11",392296,615564
"HGNC:54574","Approved","SFXN4P1","SFXN4 pseudogene 1","2q22.2",,
"HGNC:16073","Approved","SFXN5","sideroflexin 5","2p13.2",,615572
"HGNC:10805","Approved","SGCA","sarcoglycan alpha","17q21.33",118647,600119
"HGNC:10806","Approved","SGCB","sarcoglycan beta","4q12",118653,600900
"HGNC:10807","Approved","SGCD","sarcoglycan delta","5q33.2-q33.3",118658,601411
"HGNC:10808","Approved","SGCE","sarcoglycan epsilon","7q21.3",118663,604149
"HGNC:54675","Approved","SGCEP1","SGCE pseudogene 1","2q22.3",,
"HGNC:10809","Approved","SGCG","sarcoglycan gamma","13q12.12",118666,608896
"HGNC:14075","Approved","SGCZ","sarcoglycan zeta","8p22",,608113
"HGNC:25156","Approved","SGF29","SAGA complex associated factor 29","16p11.2",,613374
"HGNC:25412","Approved","SGIP1","SH3GL interacting endocytic adaptor 1","1p31.3",,611540
"HGNC:10810","Approved","SGK1","serum/glucocorticoid regulated kinase 1","6q23.2",,602958
"HGNC:13900","Approved","SGK2","serum/glucocorticoid regulated kinase 2","20q13.12",,607589
"HGNC:10812","Approved","SGK3","serum/glucocorticoid regulated kinase family member 3","8q13.1",,607591
"HGNC:29799","Approved","SGMS1","sphingomyelin synthase 1","10q11.23",,611573
"HGNC:49683","Approved","SGMS1-AS1","SGMS1 antisense RNA 1","10q11.23",,
"HGNC:28395","Approved","SGMS2","sphingomyelin synthase 2","4q25",,611574
"HGNC:25088","Approved","SGO1","shugoshin 1","3p24.3",444785,609168
"HGNC:41081","Approved","SGO1-AS1","SGO1 antisense RNA 1","3p24.3",,
"HGNC:50776","Approved","SGO1P1","shugoshin 1 pseudogene 1","1p31.1",,
"HGNC:50777","Approved","SGO1P2","shugoshin 1 pseudogene 2","7p12.1",,
"HGNC:30812","Approved","SGO2","shugoshin 2","2q33.1",,612425
"HGNC:10817","Approved","SGPL1","sphingosine-1-phosphate lyase 1","10q22.1",,603729
"HGNC:17720","Approved","SGPP1","sphingosine-1-phosphate phosphatase 1","14q23.2",,612826
"HGNC:19953","Approved","SGPP2","sphingosine-1-phosphate phosphatase 2","2q36.1",,612827
"HGNC:10818","Approved","SGSH","N-sulfoglucosamine sulfohydrolase","17q25.3",118674,605270
"HGNC:29410","Approved","SGSM1","small G protein signaling modulator 1","22q11.23",,611417
"HGNC:29026","Approved","SGSM2","small G protein signaling modulator 2","17p13.3",,611418
"HGNC:25228","Approved","SGSM3","small G protein signaling modulator 3","22q13.1",,610440
"HGNC:41088","Approved","SGSM3-AS1","SGSM3 antisense RNA 1","22q13.1",,
"HGNC:10819","Approved","SGTA","small glutamine rich tetratricopeptide repeat containing alpha","19p13.3",,603419
"HGNC:23567","Approved","SGTB","small glutamine rich tetratricopeptide repeat containing beta","5q12.3",,
"HGNC:30417","Approved","SH2B1","SH2B adaptor protein 1","16p11.2",293315,608937
"HGNC:17381","Approved","SH2B2","SH2B adaptor protein 2","7q22.1",,605300
"HGNC:29605","Approved","SH2B3","SH2B adaptor protein 3","12q24.12",394580,605093
"HGNC:10820","Approved","SH2D1A","SH2 domain containing 1A","Xq25",118679,300490
"HGNC:30416","Approved","SH2D1B","SH2 domain containing 1B","1q23.3",,608510
"HGNC:10821","Approved","SH2D2A","SH2 domain containing 2A","1q23.1",,604514
"HGNC:16885","Approved","SH2D3A","SH2 domain containing 3A","19p13.3",,604721
"HGNC:16884","Approved","SH2D3C","SH2 domain containing 3C","9q34.11",,604722
"HGNC:26102","Approved","SH2D4A","SH2 domain containing 4A","8p21.3",,614968
"HGNC:31440","Approved","SH2D4B","SH2 domain containing 4B","10q23.1",,
"HGNC:28819","Approved","SH2D5","SH2 domain containing 5","1p36.12",,
"HGNC:30439","Approved","SH2D6","SH2 domain containing 6","2p11.2",,
"HGNC:34549","Approved","SH2D7","SH2 domain containing 7","15q25.1",,
"HGNC:10822","Approved","SH3BGR","SH3 domain binding glutamate rich protein","21q22.2",,602230
"HGNC:10823","Approved","SH3BGRL","SH3 domain binding glutamate rich protein like","Xq21.1",,300190
"HGNC:15567","Approved","SH3BGRL2","SH3 domain binding glutamate rich protein like 2","6q14.1",,615678
"HGNC:15568","Approved","SH3BGRL3","SH3 domain binding glutamate rich protein like 3","1p36.11",,615679
"HGNC:10824","Approved","SH3BP1","SH3 domain binding protein 1","22q13.1",,617368
"HGNC:10825","Approved","SH3BP2","SH3 domain binding protein 2","4p16.3",118689,602104
"HGNC:10826","Approved","SH3BP4","SH3 domain binding protein 4","2q37.2",,605611
"HGNC:10827","Approved","SH3BP5","SH3 domain binding protein 5","3p25.1",,605612
"HGNC:44501","Approved","SH3BP5-AS1","SH3BP5 antisense RNA 1","3p25.1",,
"HGNC:29360","Approved","SH3BP5L","SH3 binding domain protein 5 like","1q44",,
"HGNC:30418","Approved","SH3D19","SH3 domain containing 19","4q31.3",,608674
"HGNC:26236","Approved","SH3D21","SH3 domain containing 21","1p34.3",,
"HGNC:10830","Approved","SH3GL1","SH3 domain containing GRB2 like 1, endophilin A2","19p13.3",,601768
"HGNC:10835","Approved","SH3GL1P1","SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 1","17q11.2",,
"HGNC:10836","Approved","SH3GL1P2","SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 2","17q11.2",,
"HGNC:10837","Approved","SH3GL1P3","SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 3","17q24.2",,
"HGNC:10831","Approved","SH3GL2","SH3 domain containing GRB2 like 2, endophilin A1","9p22.2",,604465
"HGNC:10832","Approved","SH3GL3","SH3 domain containing GRB2 like 3, endophilin A3","15q25.2",,603362
"HGNC:10833","Approved","SH3GLB1","SH3 domain containing GRB2 like, endophilin B1","1p22.3",,609287
"HGNC:10834","Approved","SH3GLB2","SH3 domain containing GRB2 like, endophilin B2","9q34.11",,609288
"HGNC:13867","Approved","SH3KBP1","SH3 domain containing kinase binding protein 1","Xp22.12",,300374
"HGNC:23664","Approved","SH3PXD2A","SH3 and PX domains 2A","10q24.33",,
"HGNC:45242","Approved","SH3PXD2A-AS1","SH3PXD2A antisense RNA 1","10q24.33",,
"HGNC:29242","Approved","SH3PXD2B","SH3 and PX domains 2B","5q35.1",225343,613293
"HGNC:17650","Approved","SH3RF1","SH3 domain containing ring finger 1","4q32.3-q33",,618642
"HGNC:26299","Approved","SH3RF2","SH3 domain containing ring finger 2","5q32",,613377
"HGNC:24699","Approved","SH3RF3","SH3 domain containing ring finger 3","2q13",,618933
"HGNC:44168","Approved","SH3RF3-AS1","SH3RF3 antisense RNA 1","2q13",,
"HGNC:26009","Approved","SH3TC1","SH3 domain and tetratricopeptide repeats 1","4p16.1",,
"HGNC:29427","Approved","SH3TC2","SH3 domain and tetratricopeptide repeats 2","5q32",118693,608206
"HGNC:52905","Approved","SH3TC2-DT","SH3TC2 divergent transcript","5q32",,
"HGNC:29546","Approved","SH3YL1","SH3 and SYLF domain containing 1","2p25.3",,617314
"HGNC:15474","Approved","SHANK1","SH3 and multiple ankyrin repeat domains 1","19q13.33",471050,604999
"HGNC:14295","Approved","SHANK2","SH3 and multiple ankyrin repeat domains 2","11q13.3-q13.4",391835,603290
"HGNC:40014","Approved","SHANK2-AS1","SHANK2 antisense RNA 1","11q13.4",,
"HGNC:40015","Approved","SHANK2-AS2","SHANK2 antisense RNA 2","11q13.4",,
"HGNC:25098","Approved","SHANK2-AS3","SHANK2 antisense RNA 3","11q13.4",,
"HGNC:14294","Approved","SHANK3","SH3 and multiple ankyrin repeat domains 3","22q13.33",118697,606230
"HGNC:25321","Approved","SHARPIN","SHANK associated RH domain interactor","8q24.3",471052,611885
"HGNC:10838","Approved","SHB","SH2 domain containing adaptor protein B","9p13.1",,600314
"HGNC:10839","Approved","SHBG","sex hormone binding globulin","17p13.1",,182205
"HGNC:10840","Approved","SHC1","SHC adaptor protein 1","1q21.3",,600560
"HGNC:10841","Approved","SHC1P1","SHC adaptor protein 1 pseudogene 1","Xq11.2",,
"HGNC:10842","Approved","SHC1P2","SHC adaptor protein 1 pseudogene 2","17q21.31",,600739
"HGNC:29869","Approved","SHC2","SHC adaptor protein 2","19p13.3",,605217
"HGNC:18181","Approved","SHC3","SHC adaptor protein 3","9q22.1",,605263
"HGNC:16743","Approved","SHC4","SHC adaptor protein 4","15q21.1",,617372
"HGNC:29547","Approved","SHCBP1","SHC binding and spindle associated 1","16q11.2",,611027
"HGNC:16788","Approved","SHCBP1L","SHC binding and spindle associated 1 like","1q25.3",,
"HGNC:30633","Approved","SHD","Src homology 2 domain containing transforming protein D","19p13.3",,610481
"HGNC:27004","Approved","SHE","Src homology 2 domain containing E","1q21.3",,610482
"HGNC:25116","Approved","SHF","Src homology 2 domain containing F","15q21.1",,617313
"HGNC:25649","Approved","SHFL","shiftless antiviral inhibitor of ribosomal frameshifting","19p13.2",,616808
"HGNC:10846","Entry Withdrawn","SHFM2","split hand/foot malformation (ectrodactyly) type 2","Xq26",,
"HGNC:35421","Entry Withdrawn","SHFM5","split hand/foot malformation (ectrodactyly) type 5","2q31",,
"HGNC:10848","Approved","SHH","sonic hedgehog signaling molecule","7q36.3",118703,600725
"HGNC:20366","Approved","SHISA2","shisa family member 2","13q12.13",,617324
"HGNC:25159","Approved","SHISA3","shisa family member 3","4p13",,617325
"HGNC:27139","Approved","SHISA4","shisa family member 4","1q32.1",,617326
"HGNC:30376","Approved","SHISA5","shisa family member 5","3p21.31",,607290
"HGNC:54937","Approved","SHISA5P1","SHISA5 pseudogene 1","Xp11.4",,
